2025-06-16 19:16:50.353,711674049,CENTRAL-ACK--5-1977B3D703F
2025-06-16 19:24:07.338,130204799,CENTRAL-ACK--3-1977B43A857
2025-06-16 20:03:03.813,527760767,CENTRAL-ACK--7-1977B681558
2025-06-16 20:10:24.935,279696459,CENTRAL-ACK--6-1977B6DE1D4
2025-06-16 20:18:38.491,424461975,CENTRAL-ACK--3-1977B6DE1D5
2025-06-16 20:18:38.501,609713010,CENTRAL-ACK--6-1977B6DE1D6
2025-06-16 20:18:38.503,456795296,CENTRAL-ACK--9-1977B6DE1D7
2025-06-16 20:18:38.504,793766780,CENTRAL-ACK--2-1977B6DE1D8
2025-06-16 20:18:38.531,628626210,CENTRAL-ACK--2-1977B6DE1D9
2025-06-16 20:18:38.535,105128413,CENTRAL-ACK--2-1977B6DE1DA
2025-06-16 20:18:38.536,614699797,CENTRAL-ACK--8-1977B6DE1DB
2025-06-16 20:18:38.553,962458006,CENTRAL-ACK-10-1977B6DE1DC
2025-06-16 20:18:38.577,548088395,CENTRAL-ACK--2-1977B6DE1DD
2025-06-16 20:18:38.588,794845595,CENTRAL-ACK--8-1977B6DE1DE
2025-06-16 20:18:38.588,123631908,CENTRAL-ACK--7-1977B6DE1DF
2025-06-16 20:18:38.593,244661040,CENTRAL-ACK--5-1977B6DE1E0
2025-06-16 20:18:38.598,743784540,CENTRAL-ACK--3-1977B6DE1E1
2025-06-16 20:18:38.600,813583275,CENTRAL-ACK--6-1977B6DE1E2
2025-06-16 20:18:38.602,273028076,CENTRAL-ACK--7-1977B6DE1E3
2025-06-16 20:18:38.603,384176935,CENTRAL-ACK-11-1977B6DE1E4
2025-06-16 20:18:38.605,659596507,CENTRAL-ACK--6-1977B6DE1E5
2025-06-16 20:18:38.605,226848710,CENTRAL-ACK--3-1977B6DE1E6
2025-06-16 20:18:38.606,233519635,CENTRAL-ACK--7-1977B6DE1E7
2025-06-16 20:18:38.610,904444478,CENTRAL-ACK--3-1977B6DE1E8
2025-06-16 20:18:38.612,908079289,CENTRAL-ACK--3-1977B6DE1E9
2025-06-16 20:18:38.620,910361471,CENTRAL-ACK--7-1977B6DE1EA
2025-06-16 20:18:38.629,935958162,CENTRAL-ACK--7-1977B6DE1EB
2025-06-16 20:18:38.635,568535216,CENTRAL-ACK--7-1977B6DE1EC
2025-06-16 20:18:38.636,927973655,CENTRAL-ACK--3-1977B6DE1ED
2025-06-16 20:18:38.639,793389124,CENTRAL-ACK-11-1977B6DE1EE
2025-06-16 20:18:38.641,623843255,CENTRAL-ACK--6-1977B6DE1EF
2025-06-16 20:18:38.641,521714281,CENTRAL-ACK--7-1977B6DE1F0
2025-06-16 20:18:38.643,197443114,CENTRAL-ACK-11-1977B6DE1F1
2025-06-16 20:18:38.647,581379420,CENTRAL-ACK--7-1977B6DE1F2
2025-06-16 20:18:38.648,593258961,CENTRAL-ACK-11-1977B6DE1F3
2025-06-16 20:18:38.650,314412220,CENTRAL-ACK--5-1977B6DE1F4
2025-06-16 20:18:38.658,511800133,CENTRAL-ACK-11-1977B6DE1F5
2025-06-16 20:18:38.659,393354665,CENTRAL-ACK--7-1977B6DE1F6
2025-06-16 20:18:38.660,786325987,CENTRAL-ACK--6-1977B6DE1F7
2025-06-16 20:18:38.661,850058531,CENTRAL-ACK--4-1977B6DE1F8
2025-06-16 20:18:38.662,124163078,CENTRAL-ACK--2-1977B6DE1F9
2025-06-16 20:18:38.663,406209036,CENTRAL-ACK--5-1977B6DE1FA
2025-06-16 20:18:38.664,378231649,CENTRAL-ACK-11-1977B6DE1FB
2025-06-16 20:18:38.669,917984888,CENTRAL-ACK--5-1977B6DE1FC
2025-06-16 20:18:38.675,282763241,CENTRAL-ACK--1-1977B6DE1FD
2025-06-16 20:18:38.676,708816128,CENTRAL-ACK-11-1977B6DE1FE
2025-06-16 20:18:38.679,401023778,CENTRAL-ACK--5-1977B6DE1FF
2025-06-16 20:18:38.681,287684985,CENTRAL-ACK-11-1977B6DE200
2025-06-16 20:18:38.683,556345571,CENTRAL-ACK--5-1977B6DE201
2025-06-16 20:18:38.686,311789604,CENTRAL-ACK--4-1977B6DE202
2025-06-16 20:18:38.687,564164898,CENTRAL-ACK--9-1977B6DE203
2025-06-16 20:18:38.689,954091220,CENTRAL-ACK--4-1977B6DE204
2025-06-16 20:18:38.692,883276298,CENTRAL-ACK--4-1977B6DE205
2025-06-16 20:18:38.693,989440943,CENTRAL-ACK-12-1977B6DE206
